context	corpus	speaker	word	onbin	age	gender	speech_style	location	f_word	f_pos	traditional	neutralized
いうのは個人差があるし、	KSJ	KSJ041	ある	X	7	F	0.67	adj	し	other.gramm	X	X
どれだけ自分が接してるかとか	KSJ	KSJ041	接してる	X	7	F	0.67	nonadj	か	sfp	X	X
いうのはすごく変わってくるけども、	KSJ	KSJ041	変わってくる	X	7	F	0.67	nonadj	けど	dis	X	X
からやったら長く習ってる子達	KSJ	KSJ041	習ってる	X	7	F	0.67	nonadj	子	noun	X	X
習い事やねんから、辞める事だ	KSJ	KSJ041	辞める	X	7	F	0.67	adj	事	noun	X	X
ってできるやんか	KSJ	KSJ041	できる	X	7	F	0.67	adj	やん	dis	X	X
に、だけは考えてる。.	KSJ	KSJ041	考えてる	X	7	F	0.67	nonadj	.	pause	X	X
やっぱり色んなことに興味を持ち始める時期でも	KSJ	KSJ041	持ち始める	X	7	F	0.67	nonadj	時期	other.lexical	X	X
あるやんか	KSJ	KSJ041	ある	X	7	F	0.67	adj	やん	dis	X	X
っていうかバージョンは２つあるんや	KSJ	KSJ041	ある	X	7	F	0.67	adj	ん	dis	O	O
のとか三年四年なる時に	KSJ	KSJ041	なる	X	7	F	0.67	adj	時	noun	X	X
だから割とECC全体でも辞める人が	KSJ	KSJ041	辞める	X	7	F	0.67	adj	人	noun	X	X
、そういうデータが出てるって言っ	KSJ	KSJ041	出てる	X	7	F	0.67	nonadj	って	case	X	X
達を見てきてるから、	KSJ	KSJ041	きてる	X	7	F	0.67	nonadj	から	other.gramm	X	X
に、ただだから教えてるってだけ	KSJ	KSJ041	教えてる	X	7	F	0.67	nonadj	って	case	X	X
....やりがいがあるな、	KSJ	KSJ041	ある	X	7	F	0.67	adj	な	sfp	O	X
だってさこう同じ教案だって教えるにあたっ	KSJ	KSJ041	教える	X	7	F	0.67	adj	に	case	O	X
も、なになにちゃん来てんの？	KSJ	KSJ041	来てん	O	7	F	0.67	nonadj	の	nom	O	X
年齢の子が一緒にやるって事	KSJ	KSJ041	やる	X	7	F	0.67	adj	って	case	X	X
、仲良くなったりとか、あるから、	KSJ	KSJ041	ある	X	7	F	0.67	adj	から	other.gramm	X	X
...いやそうそうあるのよ	KSJ	KSJ041	ある	X	7	F	0.67	adj	の	sfp	O	X
なったりとかが、うんあるから、	KSJ	KSJ041	ある	X	7	F	0.67	adj	から	other.gramm	X	X
はそれで、事によって仲良くなるっていう	KSJ	KSJ041	なる	X	7	F	0.67	adj	って	case	X	X
やん自分のいろんなやってることを	KSJ	KSJ041	やってる	X	7	F	0.67	nonadj	こと	noun	X	X
、その体験をさしてあげることも	KSJ	KSJ041	さしてあげる	X	7	F	0.67	nonadj	こと	noun	X	X
でもそれはすごく参考になるのよ	KSJ	KSJ041	なる	X	7	F	0.67	adj	の	sfp	O	X
を描いて提供してるけど子供	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	けど	dis	X	X
たちがどう思ってるかって	KSJ	KSJ041	思ってる	X	7	F	0.67	nonadj	か	sfp	X	X
なくてＵＳＪになんか就職する前やっ	KSJ	KSJ041	する	X	7	F	0.67	adj	前	other.lexical	X	X
てたらあのーハロウィン手伝ってくれる？.	KSJ	KSJ041	手伝ってくれる	X	7	F	0.67	nonadj	.	pause	X	X
.四人か生んではるのと	KSJ	KSJ041	生んではる	X	7	F	0.67	nonadj	の	nom	O	X
やったかなすごいたくさんいるねん。	KSJ	KSJ041	いる	X	7	F	0.67	adj	ねん	sfp	O	X
..孫が何人いはるんやろ	KSJ	KSJ041	いはる	X	7	F	0.67	nonadj	ん	dis	O	O
、たくさんいはるねんやろ	KSJ	KSJ041	いはる	X	7	F	0.67	nonadj	ねん	dis	O	X
...計画してるけどまだ	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	けど	dis	X	X
けど、去年のようにするのか	KSJ	KSJ041	する	X	7	F	0.67	adj	の	sfp	O	X
けどね、結構買ってる人が	KSJ	KSJ041	買ってる	X	7	F	0.67	nonadj	人	noun	X	X
割と手軽に売ってるからね	KSJ	KSJ041	売ってる	X	7	F	0.67	nonadj	から	other.gramm	X	X
.あれ今でも着てるんちゃう	KSJ	KSJ041	着てる	X	7	F	0.67	nonadj	ん	dis	O	O
えっと小さい頃から物を作るのが	KSJ	KSJ041	作る	X	7	F	0.67	adj	の	nom	O	X
えーあでも最初だからできるように	KSJ	KSJ041	できる	X	7	F	0.67	adj	よう	noun	X	X
なるっていう	KSJ	KSJ041	なる	X	7	F	0.67	adj	って	case	X	X
うん、編み物だけじゃなく作ることが	KSJ	KSJ041	作る	X	7	F	0.67	adj	こと	noun	X	X
頃っていうか、結婚するまでは	KSJ	KSJ041	する	X	7	F	0.67	adj	まで	other.gramm	X	X
たいって、だから大きいの作れるとかって	KSJ	KSJ041	作れる	X	7	F	0.67	adj	とか	case	X	X
とか芯の部分とかがあるからそれ	KSJ	KSJ041	ある	X	7	F	0.67	adj	から	other.gramm	X	X
を詰めるねんけど	KSJ	KSJ041	詰める	X	7	F	0.67	adj	ねん	sfp	O	X
あの林檎とかに入っているおがくずじゃ	KSJ	KSJ041	入っている	X	7	F	0.67	nonadj	おがくず	noun	X	X
けどなんかこう固いやつがあんねやん	KSJ	KSJ041	ある	O	7	F	0.67	adj	ね	dis	O	X
どういうのかなおがくずって分かる？.	KSJ	KSJ041	分かる	X	7	F	0.67	adj	.	pause	X	X
あのーちょうど顔の芯に使えんねよ	KSJ	KSJ041	使える	O	7	F	0.67	adj	ね	sfp	O	X
、それやったら針が通るねんやん	KSJ	KSJ041	通る	X	7	F	0.67	adj	ねん	dis	O	X
か、でしっかり固くなるから、	KSJ	KSJ041	なる	X	7	F	0.67	adj	から	other.gramm	X	X
は幼稚園の先生してる頃やっ	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	頃	noun	X	X
へんけど。.売ってるって言っ	KSJ	KSJ041	売ってる	X	7	F	0.67	nonadj	って	case	X	X
に行ったこと覚えてるわ。	KSJ	KSJ041	覚えてる	X	7	F	0.67	nonadj	わ	sfp	X	X
お店が、東京にあるから、	KSJ	KSJ041	ある	X	7	F	0.67	adj	から	other.gramm	X	X
たけどその幼稚園の先生なるためだけ	KSJ	KSJ041	なる	X	7	F	0.67	adj	ため	noun	X	X
ん所に就職してる人なんて	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	人	noun	X	X
行きたかったけど来てる人とか	KSJ	KSJ041	来てる	X	7	F	0.67	nonadj	人	noun	X	X
うん。.長く生きてるよ、	KSJ	KSJ041	生きてる	X	7	F	0.67	nonadj	よ	sfp	X	X
だからお金がこう回ってるってこと	KSJ	KSJ041	回ってる	X	7	F	0.67	nonadj	って	case	X	X
、高級な物がどんどん売れるしバブル	KSJ	KSJ041	売れる	X	7	F	0.67	adj	し	other.gramm	X	X
、だからお金も入ってくる割にあの	KSJ	KSJ041	入ってくる	X	7	F	0.67	nonadj	割に	other.lexical	X	X
消費する物も	KSJ	KSJ041	する	X	7	F	0.67	adj	物	noun	X	X
高くなってくん、だから	KSJ	KSJ041	なってくる	O	7	F	0.67	nonadj	.	pause	X	O
でも上手く回ってるってこと	KSJ	KSJ041	回ってる	X	7	F	0.67	nonadj	って	case	X	X
やね。.でまたあるから使お	KSJ	KSJ041	ある	X	7	F	0.67	adj	から	other.gramm	X	X
うってことになるし、	KSJ	KSJ041	なる	X	7	F	0.67	adj	し	other.gramm	X	X
消費も控えようなってるけど、	KSJ	KSJ041	なってる	X	7	F	0.67	nonadj	けど	dis	X	X
あの頃は入ってくる物も	KSJ	KSJ041	入ってくる	X	7	F	0.67	nonadj	物	noun	X	X
すごく入ってくるから、	KSJ	KSJ041	入ってくる	X	7	F	0.67	nonadj	から	other.gramm	X	X
で就職あのー、する子達	KSJ	KSJ041	する	X	7	F	0.67	adj	子	noun	X	X
ば、でもまーニュースになるってこと	KSJ	KSJ041	なる	X	7	F	0.67	adj	って	case	X	X
。.内定いくらでも貰えてはるし、	KSJ	KSJ041	貰えてはる	X	7	F	0.67	nonadj	し	other.gramm	X	X
こっちがだから選べる訳よ	KSJ	KSJ041	選べる	X	7	F	0.67	adj	訳	noun	X	X
したとかって言ってるけど、	KSJ	KSJ041	言ってる	X	7	F	0.67	nonadj	けど	dis	X	X
社員とか派遣とかもうすぐ切れるような	KSJ	KSJ041	切れる	X	7	F	0.67	adj	よう	noun	X	X
.でもそこでやっと保ってるんやろ	KSJ	KSJ041	保ってる	X	7	F	0.67	nonadj	ん	dis	O	O
から日本の何でも優れてるっていう	KSJ	KSJ041	優れてる	X	7	F	0.67	nonadj	って	case	X	X
の力がすごく伸びてる事を	KSJ	KSJ041	伸びてる	X	7	F	0.67	nonadj	事	noun	X	X
的にはすごい頑張ってる人達いっぱい	KSJ	KSJ041	頑張ってる	X	7	F	0.67	nonadj	人達	noun	X	X
いるし前向き	KSJ	KSJ041	いる	X	7	F	0.67	adj	し	other.gramm	X	X
に行こうとしてんねんけど	KSJ	KSJ041	してん	O	7	F	0.67	nonadj	ねん	sfp	O	X
その国としてやっぱり支えてくれる所は	KSJ	KSJ041	支えてくれる	X	7	F	0.67	nonadj	所	noun	X	X
くれてやってくれてるものが	KSJ	KSJ041	くれてる	X	7	F	0.67	nonadj	もの	noun	X	X
ころころころころ人も変わってるし、	KSJ	KSJ041	変わってる	X	7	F	0.67	nonadj	し	other.gramm	X	X
うん、ていうのもあるんじゃ	KSJ	KSJ041	ある	X	7	F	0.67	adj	ん	dis	O	O
ほんと世界中から取り残されてるなって	KSJ	KSJ041	れてる	X	7	F	0.67	nonadj	な	sfp	O	X
でも世界中色々貢献してるから、	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	から	other.gramm	X	X
他の世界中でも起こってるけど何	KSJ	KSJ041	起こってる	X	7	F	0.67	nonadj	けど	dis	X	X
たらまた皆回復してるやんか	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	やん	dis	X	X
たらさ、あ、まー行けるかな	KSJ	KSJ041	行ける	X	7	F	0.67	adj	か	sfp	X	X
っていう気持ちにはなるけど、	KSJ	KSJ041	なる	X	7	F	0.67	adj	けど	dis	X	X
このことによってだから考えさせられることも	KSJ	KSJ041	られる	X	7	F	0.67	adj	こと	noun	X	X
ないと、今やってる人達なんか	KSJ	KSJ041	やってる	X	7	F	0.67	nonadj	人達	noun	X	X
っていう意識はどっかにあるかもしれ	KSJ	KSJ041	ある	X	7	F	0.67	adj	かも	dis	X	X
自治がすごいはっきりしてるねんて	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	ねん	sfp	O	X
欲しいってことすごく言ってはるやんか	KSJ	KSJ041	言ってはる	X	7	F	0.67	nonadj	やん	dis	X	X
.国としての責任もあるし、	KSJ	KSJ041	ある	X	7	F	0.67	adj	し	other.gramm	X	X
あげてもいいこともあるんじゃ	KSJ	KSJ041	ある	X	7	F	0.67	adj	ん	dis	O	O
一応協議とかって言ってるけど、	KSJ	KSJ041	言ってる	X	7	F	0.67	nonadj	けど	dis	X	X
図式がもうできてる訳やん	KSJ	KSJ041	できてる	X	7	F	0.67	nonadj	訳	noun	X	X
原子力ありきにまず決めてんねんやん	KSJ	KSJ041	決めてん	O	7	F	0.67	nonadj	ねん	dis	O	X
もだからそこに取ってるから今	KSJ	KSJ041	取ってる	X	7	F	0.67	nonadj	から	other.gramm	X	X
このぐらいやったんよ開発する為の	KSJ	KSJ041	する	X	7	F	0.67	adj	為	noun	X	X
今までもう原子力にかけてるお金すっごい	KSJ	KSJ041	かけてる	X	7	F	0.67	nonadj	お金	noun	X	X
がいっぱい輩出してきてんねん、	KSJ	KSJ041	きてん	O	7	F	0.67	nonadj	ねん	sfp	O	X
がだから研究員がたくさんいるわけや	KSJ	KSJ041	いる	X	7	F	0.67	adj	わけ	noun	X	X
、この五四基がいるのか	KSJ	KSJ041	いる	X	7	F	0.67	adj	の	sfp	O	X
まずあのちゃんと安全に機能させることが	KSJ	KSJ041	させる	X	7	F	0.67	adj	こと	noun	X	X
、わずかこの一基があんななっ	KSJ	KSJ041	ある	O	7	F	0.67	adj	な	sfp	O	X
大変な事になってるやん、	KSJ	KSJ041	なってる	X	7	F	0.67	nonadj	やん	dis	X	X
これから地震がどんな物が起こるかって	KSJ	KSJ041	起こる	X	7	F	0.67	adj	か	sfp	X	X
に一五％って言ってんのか	KSJ	KSJ041	言ってん	O	7	F	0.67	nonadj	の	sfp	O	X
事を声掛けしてるやんか	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	やん	dis	X	X
ピーク時の電力がこうなるからその	KSJ	KSJ041	なる	X	7	F	0.67	adj	から	other.gramm	X	X
皆節電をって言ってはんねんけど	KSJ	KSJ041	言ってはる	O	7	F	0.67	nonadj	ねん	sfp	O	X
、だから供給する関電が	KSJ	KSJ041	する	X	7	F	0.67	adj	関電	noun	X	X
からって言うんやったら分かるけど、	KSJ	KSJ041	分かる	X	7	F	0.67	adj	けど	dis	X	X
そのへんをちゃんと言ってるのか	KSJ	KSJ041	言ってる	X	7	F	0.67	nonadj	の	sfp	O	X
てんけど、それを稼働させるには	KSJ	KSJ041	させる	X	7	F	0.67	adj	に	case	O	X
からなんか水力今まで止まってるとことか	KSJ	KSJ041	止まってる	X	7	F	0.67	nonadj	とこ	noun	X	X
きの事で考えてはるからさ	KSJ	KSJ041	考えてはる	X	7	F	0.67	nonadj	から	other.gramm	X	X
もないけども、やっぱり公表すべきこと	KSJ	KSJ041	する	X	7	F	0.67	adj	べき	dis	X	X
も失い、ちゃんと家もあるのに生活	KSJ	KSJ041	ある	X	7	F	0.67	adj	のに	other.gramm	O	X
避難して下さいってなってんねんで	KSJ	KSJ041	なってん	O	7	F	0.67	nonadj	ねん	dis	O	X
、そんな福島に持ってくる必要なかっ	KSJ	KSJ041	持ってくる	X	7	F	0.67	nonadj	必要	other.lexical	X	X
事をいつも言ってはってんて、	KSJ	KSJ041	はってん	O	7	F	0.67	nonadj	て	other.gramm	X	X
..今の教科書もやるけれども、	KSJ	KSJ041	やる	X	7	F	0.67	adj	けど	other.gramm	X	X
まずは今そのやってる今の	KSJ	KSJ041	やってる	X	7	F	0.67	nonadj	今	other.lexical	X	X
てちゃんといい授業してるから、	KSJ	KSJ041	してる	X	7	F	0.67	nonadj	から	other.gramm	X	X
そうやって好かれるんや	KSJ	KSJ041	れる	X	7	F	0.67	adj	ん	dis	O	O
いなくなったから、嫌われるでしょ当たり前	KSJ	KSJ041	嫌われる	X	7	F	0.67	adj	でしょ	dis	O	X
......嫌われる、あの	KSJ	KSJ041	嫌われる	X	7	F	0.67	adj	.	pause	X	X
た。.とか、色々あるみたいや	KSJ	KSJ041	ある	X	7	F	0.67	adj	みたい	dis	X	X
じゃなくてもっと色んなことあるみたいや	KSJ	KSJ041	ある	X	7	F	0.67	adj	みたい	dis	X	X
しなさい、ここしなさい言われたらそこやると、	KSJ	KSJ042	やる	X	3	M	0.181	adj	と	other.gramm	X	X
の先生がすごい理解のある人で	KSJ	KSJ042	ある	X	3	M	0.181	adj	人	noun	X	X
なくてまーあの個性がある子や	KSJ	KSJ042	ある	X	3	M	0.181	adj	子	noun	X	X
.まあ、わりと理解ある人ら	KSJ	KSJ042	ある	X	3	M	0.181	adj	人	noun	X	X
いてくれたからはじかれることなく	KSJ	KSJ042	れる	X	3	M	0.181	adj	こと	noun	X	X
やちょっとワルになったりすることも	KSJ	KSJ042	する	X	3	M	0.181	adj	こと	noun	X	X
四年から五年にうつるときか	KSJ	KSJ042	うつる	X	3	M	0.181	adj	とき	noun	X	X
やったら、そんなもーおとなしなるやん。	KSJ	KSJ042	なる	X	3	M	0.181	adj	やん	dis	X	X
先生もう夫婦でやってはんねん。	KSJ	KSJ042	やってはる	O	3	M	0.181	nonadj	ねん	sfp	O	X
.もう今年六十いきはるんか	KSJ	KSJ042	いきはる	X	3	M	0.181	nonadj	ん	sfp	O	O
.あのもう六十いきはると思う	KSJ	KSJ042	いきはる	X	3	M	0.181	nonadj	と	case	X	X
がその先生に宿題提出するわけよ	KSJ	KSJ042	する	X	3	M	0.181	adj	わけ	noun	X	X
、なら、先生答え合わせするわけや	KSJ	KSJ042	する	X	3	M	0.181	adj	わけ	noun	X	X
俺先生に言うたらしいんねんけど	KSJ	KSJ042	しいん	O	3	M	0.181	nonadj	ねん	sfp	O	X
も何度も行ってるし。	KSJ	KSJ042	行ってる	X	3	M	0.181	nonadj	し	other.gramm	X	X
、節目。.あの高校でるとき、	KSJ	KSJ042	でる	X	3	M	0.181	adj	とき	noun	X	X
大学入るとき、	KSJ	KSJ042	入る	X	3	M	0.181	adj	とき	noun	X	X
.言うて、まあ話しとるわ。	KSJ	KSJ042	話しとる	X	3	M	0.181	nonadj	わ	sfp	X	X
な。.元気してはるやろう	KSJ	KSJ042	してはる	X	3	M	0.181	nonadj	やろ	dis	X	X
プリン好きでな。.出かけるときいつも	KSJ	KSJ042	出かける	X	3	M	0.181	adj	とき	noun	X	X
藤井寺のな、藤井寺にあんやけど	KSJ	KSJ042	ある	O	3	M	0.181	adj	や	sfp	X	X
の中に優しさがあるちゅうの	KSJ	KSJ042	ある	X	3	M	0.181	adj	ちゅう	other.lexical	X	X
がもう今になってもわかるわ。	KSJ	KSJ042	わかる	X	3	M	0.181	adj	わ	sfp	X	X
そう。.あの、卒業する時とか	KSJ	KSJ042	する	X	3	M	0.181	adj	時	noun	X	X
たら、うん受験して入るような	KSJ	KSJ042	入る	X	3	M	0.181	adj	よう	noun	X	X
おったし京大いってるやつも	KSJ	KSJ042	いってる	X	3	M	0.181	nonadj	やつ	other.lexical	X	X
いとるし。	KSJ	KSJ042	いとる	X	3	M	0.181	nonadj	し	other.gramm	X	X
もそんなやつはようけいとる。.	KSJ	KSJ042	いとる	X	3	M	0.181	nonadj	.	pause	X	X
.....もあるな。	KSJ	KSJ042	ある	X	3	M	0.181	adj	な	sfp	O	X
せやけどなんやかんやどたばたしとるうちに	KSJ	KSJ042	しとる	X	3	M	0.181	nonadj	うち	other.lexical	X	X
たときにあのオリエンテーションってあるやん。	KSJ	KSJ042	ある	X	3	M	0.181	adj	やん	dis	X	X
けど、ここやったらレギュラーとれるかもしれ	KSJ	KSJ042	とれる	X	3	M	0.181	adj	かも	dis	X	X
話とか、な、聞かされるわけや	KSJ	KSJ042	れる	X	3	M	0.181	adj	わけ	noun	X	X
その人らがやってるのを	KSJ	KSJ042	やってる	X	3	M	0.181	nonadj	の	nom	O	X
しかない。.やってるから自分	KSJ	KSJ042	やってる	X	3	M	0.181	nonadj	から	other.gramm	X	X
もう何か漫画やってるからとか	KSJ	KSJ042	やってる	X	3	M	0.181	nonadj	から	other.gramm	X	X
より、お前どんだけええ仲間作れんねんとか	KSJ	KSJ042	作れる	O	3	M	0.181	adj	ねん	sfp	O	X
ような選び方をおれはするねん。	KSJ	KSJ042	する	X	3	M	0.181	adj	ねん	sfp	O	X
女の子にもきゃーきゃー言われるがな	KSJ	KSJ042	れる	X	3	M	0.181	adj	が	other.gramm	X	X
とか特訓繰り返したらそらもう得れるもんって	KSJ	KSJ042	得れる	X	3	M	0.181	adj	もん	noun	X	X
その何や、特訓とかするには	KSJ	KSJ042	する	X	3	M	0.181	adj	に	case	O	X
削らなあかん部分もあるわけやん	KSJ	KSJ042	ある	X	3	M	0.181	adj	わけ	noun	X	X
他の余暇の時間がなくなるとかゆう	KSJ	KSJ042	なくなる	X	3	M	0.181	adj	とか	case	X	X
方下の方でだらだらやるのも	KSJ	KSJ042	やる	X	3	M	0.181	adj	の	nom	O	X
てそのそんな推薦枠があるわけでも	KSJ	KSJ042	ある	X	3	M	0.181	adj	わけ	noun	X	X
食ってくつもりしてるとかそんな	KSJ	KSJ042	してる	X	3	M	0.181	nonadj	とか	case	X	X
の方言のゼミに入れとるわけや	KSJ	KSJ042	入れとる	X	3	M	0.181	nonadj	わけ	noun	X	X
てもうそこのプロフェッショナルになるのが	KSJ	KSJ042	なる	X	3	M	0.181	adj	の	nom	O	X
たような受験勉強であるとかし	KSJ	KSJ042	ある	X	3	M	0.181	adj	とか	case	X	X
泣くのにもなんか理由があるんや	KSJ	KSJ042	ある	X	3	M	0.181	adj	ん	dis	O	O
て、「先生、人見る目あり	KSJ	KSJ042	見る	X	3	M	0.181	adj	目	noun	X	X
それこそほんまに今やってるような	KSJ	KSJ042	やってる	X	3	M	0.181	nonadj	よう	noun	X	X
家でじいちゃんが喋ってる、うん	KSJ	KSJ042	喋ってる	X	3	M	0.181	nonadj	.	pause	X	X
がよその言葉喋ってると、	KSJ	KSJ042	喋ってる	X	3	M	0.181	nonadj	と	other.gramm	X	X
がうちのばあちゃんらとしゃべるとき、	KSJ	KSJ042	しゃべる	X	3	M	0.181	adj	とき	noun	X	X
とばあちゃんの友達らが喋る喋り方	KSJ	KSJ042	喋る	X	3	M	0.181	adj	喋り	other.lexical	X	X
やっぱりこう、「言葉使い分けてんやー」	KSJ	KSJ042	使い分けてん	O	3	M	0.181	nonadj	やー	dis	X	X
知らんけど、まー英語触れる機会が	KSJ	KSJ042	触れる	X	3	M	0.181	adj	機会	noun	X	X
で、向こうの人としゃべるちゅう経験	KSJ	KSJ042	しゃべる	X	3	M	0.181	adj	ちゅう	other.lexical	X	X
その土地の人と、しゃべると、	KSJ	KSJ042	しゃべる	X	3	M	0.181	adj	と	other.gramm	X	X
とったわけよ。.やるんやっ	KSJ	KSJ042	やる	X	3	M	0.181	adj	ん	dis	O	O
、俺にはこっちがあるから、	KSJ	KSJ042	ある	X	3	M	0.181	adj	から	other.gramm	X	X
、就職活動も控えてあるし。	KSJ	KSJ042	ある	X	3	M	0.181	adj	し	other.gramm	X	X
年の、お前春学期終わるとこで	KSJ	KSJ042	終わる	X	3	M	0.181	adj	とこ	noun	X	X
ほん、そんなん今残ってるかどうか	KSJ	KSJ042	残ってる	X	3	M	0.181	nonadj	か	sfp	X	X
について書いたん覚えてるわー。	KSJ	KSJ042	覚えてる	X	3	M	0.181	nonadj	わ	sfp	X	X
ほんまにもう自分の中に流れる、流れ	KSJ	KSJ042	流れる	X	3	M	0.181	adj	.	pause	X	X
とるこの血	KSJ	KSJ042	流れとる	X	3	M	0.181	nonadj	この	other.gramm	X	X
あのー、ほら、警察であるような	KSJ	KSJ042	ある	X	3	M	0.181	adj	よう	noun	X	X
......あるなー。	KSJ	KSJ042	ある	X	3	M	0.181	adj	な	sfp	O	X
大東戦争で何人もなくなっとる先祖っ	KSJ	KSJ042	なくなっとる	X	3	M	0.181	nonadj	先祖	noun	X	X
まー例外なく何人も亡くなっとるわけで	KSJ	KSJ042	亡くなっとる	X	3	M	0.181	nonadj	わけ	noun	X	X
ばあちゃんらがよう聞かしてくれんねん。	KSJ	KSJ042	聞かしてくれる	O	3	M	0.181	nonadj	ねん	sfp	O	X
まーおもっとった時期がある。.	KSJ	KSJ042	ある	X	3	M	0.181	adj	.	pause	X	X
今でもちょっとは思っている。.	KSJ	KSJ042	思っている	X	3	M	0.181	nonadj	.	pause	X	X
たりな、年中してるよ。	KSJ	KSJ042	してる	X	3	M	0.181	nonadj	よ	sfp	X	X
が、中国語の授業取ってんや、	KSJ	KSJ042	取ってん	O	3	M	0.181	nonadj	や	sfp	X	X
俺。.あれ取ってんのは	KSJ	KSJ042	取ってん	O	3	M	0.181	nonadj	の	nom	O	X
、中国文化に興味あるとかな	KSJ	KSJ042	ある	X	3	M	0.181	adj	とか	case	X	X
たか、場所はわかっとんねん。	KSJ	KSJ042	わかっとん	O	3	M	0.181	nonadj	ねん	sfp	O	X
.わかっとるから、	KSJ	KSJ042	わかっとる	X	3	M	0.181	nonadj	から	other.gramm	X	X
.おもうて今中国語やっとんねん。	KSJ	KSJ042	やっとん	O	3	M	0.181	nonadj	ねん	sfp	O	X
変な感情持たれたら困るよって	KSJ	KSJ042	困る	X	3	M	0.181	adj	よ	sfp	X	X
はそういうご先祖さんであるとか、	KSJ	KSJ042	ある	X	3	M	0.181	adj	とか	case	X	X
家族であるとか、	KSJ	KSJ042	ある	X	3	M	0.181	adj	とか	case	X	X
に、胸の内にあるわけよ	KSJ	KSJ042	ある	X	3	M	0.181	adj	わけ	noun	X	X
ならなんでやー。.言われるわけやん	KSJ	KSJ042	れる	X	3	M	0.181	adj	わけ	noun	X	X
いとこ会みたいなんをするねん。	KSJ	KSJ042	する	X	3	M	0.181	adj	ねん	sfp	O	X
。.うん、そんなん時折すんねんけど	KSJ	KSJ042	する	O	3	M	0.181	adj	ねん	sfp	O	X
練習とかぶってまうとかあるわけよ	KSJ	KSJ042	ある	X	3	M	0.181	adj	わけ	noun	X	X
は必要や。.会社入るようなっ	KSJ	KSJ042	入る	X	3	M	0.181	adj	よう	other.lexical	X	X
て、会社ポンポン休めるかゆう	KSJ	KSJ042	休める	X	3	M	0.181	adj	か	sfp	X	X
奴らと、玉遊びしてんの、	KSJ	KSJ042	してん	O	3	M	0.181	nonadj	の	nom	O	X
まー家からはそんなん言われる訳やん	KSJ	KSJ042	れる	X	3	M	0.181	adj	訳	noun	X	X
。.ほんまは理解あんねんで	KSJ	KSJ042	ある	O	3	M	0.181	adj	ねん	dis	O	X
、ほんまはそんなん分かってはんねん。	KSJ	KSJ042	分かってはる	O	3	M	0.181	nonadj	ねん	sfp	O	X
せえやーゆうて、言われる訳よ	KSJ	KSJ042	れる	X	3	M	0.181	adj	訳	noun	X	X
。.どっちにも怒られんねん。	KSJ	KSJ042	れる	O	3	M	0.181	adj	ねん	sfp	O	X
、誕生日の方優先するわ。	KSJ	KSJ042	する	X	3	M	0.181	adj	わ	sfp	X	X
、かたっぽからは絶対怒られる。.	KSJ	KSJ042	れる	X	3	M	0.181	adj	.	pause	X	X
てな、うん、かたっぽ切り捨てる気持ちで	KSJ	KSJ042	切り捨てる	X	3	M	0.181	adj	気持ち	noun	X	X
.もう十五人でやるスポーツな	KSJ	KSJ042	やる	X	3	M	0.181	adj	スポーツ	noun	X	X
あの、せんでええ言われることまで	KSJ	KSJ042	れる	X	3	M	0.181	adj	こと	noun	X	X
俺らなんかラグビー部そのままあがるだけや	KSJ	KSJ042	あがる	X	3	M	0.181	adj	だけ	other.gramm	O	X
スローインみたいなもんがあんねん、	KSJ	KSJ042	ある	O	3	M	0.181	adj	ねん	sfp	O	X
、あの人間の塔を作るわけや	KSJ	KSJ042	作る	X	3	M	0.181	adj	わけ	noun	X	X
足早いやろう、体あるし」	KSJ	KSJ042	ある	X	3	M	0.181	adj	し	other.gramm	X	X
いうて。.ラグビーできんちゃうん	KSJ	KSJ042	できる	O	3	M	0.181	adj	ちゃう	dis	X	X
そら、誘うたら来てくれる奴らが	KSJ	KSJ042	来てくれる	X	3	M	0.181	nonadj	奴ら	other.lexical	X	X
フェチな子とかいてるかも知れ	KSJ	KSJ042	いてる	X	3	M	0.181	nonadj	かも	dis	X	X
....あのー、もてるかっこよさと	KSJ	KSJ042	もてる	X	3	M	0.181	adj	かっこよさ	noun	X	X
、肩幅っちゅうのができるから、	KSJ	KSJ042	できる	X	3	M	0.181	adj	から	other.gramm	X	X
たら、まーちょっと男らしくかっこよくみえるんちゃう	KSJ	KSJ042	みえる	X	3	M	0.181	adj	ん	dis	O	O
......損することは	KSJ	KSJ042	損する	X	3	M	0.181	adj	こと	noun	X	X
...んーまーありうるわなー	KSJ	KSJ042	ありうる	X	3	M	0.181	nonadj	わ	sfp	X	X
はあの世間一般で言われることや	KSJ	KSJ042	れる	X	3	M	0.181	adj	こと	noun	X	X
て、こう首パンパンになるわけやん	KSJ	KSJ042	なる	X	3	M	0.181	adj	わけ	noun	X	X
たら洋服似合わへんようになるとか。	KSJ	KSJ042	なる	X	3	M	0.181	adj	とか	case	X	X
、そういうことがあの多々あるという	KSJ	KSJ042	ある	X	3	M	0.181	adj	と	other.gramm	X	X
